,pertIndex,leiden,gene_id,Pathways
ENSG00000176171,ENSG00000176171,9,ENSG00000176171,actin_cytoskeleton_organization
ENSG00000176871,ENSG00000176871,9,ENSG00000176871,actin_cytoskeleton_organization
ENSG00000177697,ENSG00000177697,9,ENSG00000177697,actin_cytoskeleton_organization
ENSG00000177731,ENSG00000177731,9,ENSG00000177731,actin_cytoskeleton_organization
ENSG00000178531,ENSG00000178531,9,ENSG00000178531,actin_cytoskeleton_organization
ENSG00000179820,ENSG00000179820,9,ENSG00000179820,actin_cytoskeleton_organization
ENSG00000182718,ENSG00000182718,9,ENSG00000182718,actin_cytoskeleton_organization
ENSG00000184009,ENSG00000184009,9,ENSG00000184009,actin_cytoskeleton_organization
ENSG00000196923,ENSG00000196923,9,ENSG00000196923,actin_cytoskeleton_organization
ENSG00000196924,ENSG00000196924,9,ENSG00000196924,actin_cytoskeleton_organization
ENSG00000197043,ENSG00000197043,9,ENSG00000197043,actin_cytoskeleton_organization
ENSG00000197747,ENSG00000197747,9,ENSG00000197747,actin_cytoskeleton_organization
ENSG00000211455,ENSG00000211455,9,ENSG00000211455,actin_cytoskeleton_organization
ENSG00000001461,ENSG00000001461,3,ENSG00000001461,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000005893,ENSG00000005893,3,ENSG00000005893,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000006715,ENSG00000006715,3,ENSG00000006715,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000008952,ENSG00000008952,3,ENSG00000008952,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000030110,ENSG00000030110,3,ENSG00000030110,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000033627,ENSG00000033627,3,ENSG00000033627,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000034713,ENSG00000034713,3,ENSG00000034713,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000048649,ENSG00000048649,3,ENSG00000048649,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000058262,ENSG00000058262,3,ENSG00000058262,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000063854,ENSG00000063854,3,ENSG00000063854,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000064115,ENSG00000064115,3,ENSG00000064115,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000064601,ENSG00000064601,3,ENSG00000064601,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000065308,ENSG00000065308,3,ENSG00000065308,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000065518,ENSG00000065518,3,ENSG00000065518,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000067066,ENSG00000067066,3,ENSG00000067066,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000067225,ENSG00000067225,3,ENSG00000067225,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000072364,ENSG00000072364,3,ENSG00000072364,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000075568,ENSG00000075568,3,ENSG00000075568,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000076043,ENSG00000076043,3,ENSG00000076043,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000077549,ENSG00000077549,3,ENSG00000077549,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000078808,ENSG00000078808,3,ENSG00000078808,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000081087,ENSG00000081087,3,ENSG00000081087,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000084234,ENSG00000084234,3,ENSG00000084234,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000085224,ENSG00000085224,3,ENSG00000085224,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000086065,ENSG00000086065,3,ENSG00000086065,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000087460,ENSG00000087460,3,ENSG00000087460,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000088832,ENSG00000088832,3,ENSG00000088832,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000089063,ENSG00000089063,3,ENSG00000089063,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000089693,ENSG00000089693,3,ENSG00000089693,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000090266,ENSG00000090266,3,ENSG00000090266,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000092531,ENSG00000092531,3,ENSG00000092531,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000093010,ENSG00000093010,3,ENSG00000093010,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000099795,ENSG00000099795,3,ENSG00000099795,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000100568,ENSG00000100568,3,ENSG00000100568,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000100592,ENSG00000100592,3,ENSG00000100592,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000100612,ENSG00000100612,3,ENSG00000100612,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000100852,ENSG00000100852,3,ENSG00000100852,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000101473,ENSG00000101473,3,ENSG00000101473,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000102804,ENSG00000102804,3,ENSG00000102804,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000103202,ENSG00000103202,3,ENSG00000103202,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000103353,ENSG00000103353,3,ENSG00000103353,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000104325,ENSG00000104325,3,ENSG00000104325,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000104823,ENSG00000104823,3,ENSG00000104823,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000105619,ENSG00000105619,3,ENSG00000105619,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000105669,ENSG00000105669,3,ENSG00000105669,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000105701,ENSG00000105701,3,ENSG00000105701,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000105755,ENSG00000105755,3,ENSG00000105755,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000105810,ENSG00000105810,3,ENSG00000105810,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000106367,ENSG00000106367,3,ENSG00000106367,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000107223,ENSG00000107223,3,ENSG00000107223,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000108854,ENSG00000108854,3,ENSG00000108854,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000109046,ENSG00000109046,3,ENSG00000109046,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000109390,ENSG00000109390,3,ENSG00000109390,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000109572,ENSG00000109572,3,ENSG00000109572,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000110717,ENSG00000110717,3,ENSG00000110717,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000111328,ENSG00000111328,3,ENSG00000111328,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000111775,ENSG00000111775,3,ENSG00000111775,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000111843,ENSG00000111843,3,ENSG00000111843,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000111912,ENSG00000111912,3,ENSG00000111912,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000112343,ENSG00000112343,3,ENSG00000112343,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000112695,ENSG00000112695,3,ENSG00000112695,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000113558,ENSG00000113558,3,ENSG00000113558,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000114125,ENSG00000114125,3,ENSG00000114125,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000117335,ENSG00000117335,3,ENSG00000117335,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000117984,ENSG00000117984,3,ENSG00000117984,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000118705,ENSG00000118705,3,ENSG00000118705,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000119013,ENSG00000119013,3,ENSG00000119013,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000119820,ENSG00000119820,3,ENSG00000119820,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000120690,ENSG00000120690,3,ENSG00000120690,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000120725,ENSG00000120725,3,ENSG00000120725,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000120913,ENSG00000120913,3,ENSG00000120913,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000121410,ENSG00000121410,3,ENSG00000121410,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000121851,ENSG00000121851,3,ENSG00000121851,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000122042,ENSG00000122042,3,ENSG00000122042,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000122741,ENSG00000122741,3,ENSG00000122741,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000122884,ENSG00000122884,3,ENSG00000122884,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000123091,ENSG00000123091,3,ENSG00000123091,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000123104,ENSG00000123104,3,ENSG00000123104,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000123636,ENSG00000123636,3,ENSG00000123636,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000125356,ENSG00000125356,3,ENSG00000125356,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000125652,ENSG00000125652,3,ENSG00000125652,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000125734,ENSG00000125734,3,ENSG00000125734,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000125971,ENSG00000125971,3,ENSG00000125971,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000125995,ENSG00000125995,3,ENSG00000125995,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000126247,ENSG00000126247,3,ENSG00000126247,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000127184,ENSG00000127184,3,ENSG00000127184,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000127914,ENSG00000127914,3,ENSG00000127914,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000128923,ENSG00000128923,3,ENSG00000128923,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000129003,ENSG00000129003,3,ENSG00000129003,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000129559,ENSG00000129559,3,ENSG00000129559,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000130005,ENSG00000130005,3,ENSG00000130005,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000130311,ENSG00000130311,3,ENSG00000130311,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000130724,ENSG00000130724,3,ENSG00000130724,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000130770,ENSG00000130770,3,ENSG00000130770,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000131143,ENSG00000131143,3,ENSG00000131143,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000131174,ENSG00000131174,3,ENSG00000131174,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000131408,ENSG00000131408,3,ENSG00000131408,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000132581,ENSG00000132581,3,ENSG00000132581,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000134202,ENSG00000134202,3,ENSG00000134202,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000134352,ENSG00000134352,3,ENSG00000134352,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000135404,ENSG00000135404,3,ENSG00000135404,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000135506,ENSG00000135506,3,ENSG00000135506,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000135677,ENSG00000135677,3,ENSG00000135677,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000135686,ENSG00000135686,3,ENSG00000135686,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000137100,ENSG00000137100,3,ENSG00000137100,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000137267,ENSG00000137267,3,ENSG00000137267,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000138078,ENSG00000138078,3,ENSG00000138078,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000138448,ENSG00000138448,3,ENSG00000138448,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000139990,ENSG00000139990,3,ENSG00000139990,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000140995,ENSG00000140995,3,ENSG00000140995,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000141741,ENSG00000141741,3,ENSG00000141741,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000142669,ENSG00000142669,3,ENSG00000142669,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000142687,ENSG00000142687,3,ENSG00000142687,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000142867,ENSG00000142867,3,ENSG00000142867,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000143222,ENSG00000143222,3,ENSG00000143222,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000143252,ENSG00000143252,3,ENSG00000143252,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000143774,ENSG00000143774,3,ENSG00000143774,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000143819,ENSG00000143819,3,ENSG00000143819,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000144746,ENSG00000144746,3,ENSG00000144746,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000145494,ENSG00000145494,3,ENSG00000145494,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000147224,ENSG00000147224,3,ENSG00000147224,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000147905,ENSG00000147905,3,ENSG00000147905,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000148450,ENSG00000148450,3,ENSG00000148450,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000148700,ENSG00000148700,3,ENSG00000148700,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000150093,ENSG00000150093,3,ENSG00000150093,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000150527,ENSG00000150527,3,ENSG00000150527,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000151414,ENSG00000151414,3,ENSG00000151414,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000154723,ENSG00000154723,3,ENSG00000154723,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000154767,ENSG00000154767,3,ENSG00000154767,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000155366,ENSG00000155366,3,ENSG00000155366,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000156411,ENSG00000156411,3,ENSG00000156411,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000156467,ENSG00000156467,3,ENSG00000156467,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000156671,ENSG00000156671,3,ENSG00000156671,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000160211,ENSG00000160211,3,ENSG00000160211,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000160932,ENSG00000160932,3,ENSG00000160932,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000160948,ENSG00000160948,3,ENSG00000160948,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000161203,ENSG00000161203,3,ENSG00000161203,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000162032,ENSG00000162032,3,ENSG00000162032,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000162434,ENSG00000162434,3,ENSG00000162434,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000162585,ENSG00000162585,3,ENSG00000162585,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000162852,ENSG00000162852,3,ENSG00000162852,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000162923,ENSG00000162923,3,ENSG00000162923,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000164405,ENSG00000164405,3,ENSG00000164405,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000164733,ENSG00000164733,3,ENSG00000164733,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000164919,ENSG00000164919,3,ENSG00000164919,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166272,ENSG00000166272,3,ENSG00000166272,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166275,ENSG00000166275,3,ENSG00000166275,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166295,ENSG00000166295,3,ENSG00000166295,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166337,ENSG00000166337,3,ENSG00000166337,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166710,ENSG00000166710,3,ENSG00000166710,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166734,ENSG00000166734,3,ENSG00000166734,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166847,ENSG00000166847,3,ENSG00000166847,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166848,ENSG00000166848,3,ENSG00000166848,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000166946,ENSG00000166946,3,ENSG00000166946,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000167283,ENSG00000167283,3,ENSG00000167283,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000167378,ENSG00000167378,3,ENSG00000167378,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000167397,ENSG00000167397,3,ENSG00000167397,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000167468,ENSG00000167468,3,ENSG00000167468,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000167863,ENSG00000167863,3,ENSG00000167863,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000168101,ENSG00000168101,3,ENSG00000168101,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000168653,ENSG00000168653,3,ENSG00000168653,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000168734,ENSG00000168734,3,ENSG00000168734,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000168894,ENSG00000168894,3,ENSG00000168894,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000169020,ENSG00000169020,3,ENSG00000169020,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000169641,ENSG00000169641,3,ENSG00000169641,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000170043,ENSG00000170043,3,ENSG00000170043,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000170906,ENSG00000170906,3,ENSG00000170906,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000171206,ENSG00000171206,3,ENSG00000171206,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000171223,ENSG00000171223,3,ENSG00000171223,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000171703,ENSG00000171703,3,ENSG00000171703,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000172270,ENSG00000172270,3,ENSG00000172270,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000172428,ENSG00000172428,3,ENSG00000172428,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000173221,ENSG00000173221,3,ENSG00000173221,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000173598,ENSG00000173598,3,ENSG00000173598,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000173660,ENSG00000173660,3,ENSG00000173660,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000173915,ENSG00000173915,3,ENSG00000173915,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000173992,ENSG00000173992,3,ENSG00000173992,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000174165,ENSG00000174165,3,ENSG00000174165,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000174574,ENSG00000174574,3,ENSG00000174574,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000174886,ENSG00000174886,3,ENSG00000174886,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000175073,ENSG00000175073,3,ENSG00000175073,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000175416,ENSG00000175416,3,ENSG00000175416,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000175482,ENSG00000175482,3,ENSG00000175482,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000175582,ENSG00000175582,3,ENSG00000175582,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000176973,ENSG00000176973,3,ENSG00000176973,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000176978,ENSG00000176978,3,ENSG00000176978,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000177042,ENSG00000177042,3,ENSG00000177042,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000177556,ENSG00000177556,3,ENSG00000177556,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000177576,ENSG00000177576,3,ENSG00000177576,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000177666,ENSG00000177666,3,ENSG00000177666,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000177700,ENSG00000177700,3,ENSG00000177700,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000178104,ENSG00000178104,3,ENSG00000178104,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000178449,ENSG00000178449,3,ENSG00000178449,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000178980,ENSG00000178980,3,ENSG00000178980,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000179085,ENSG00000179085,3,ENSG00000179085,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000181029,ENSG00000181029,3,ENSG00000181029,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000181222,ENSG00000181222,3,ENSG00000181222,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000182400,ENSG00000182400,3,ENSG00000182400,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000182534,ENSG00000182534,3,ENSG00000182534,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000182541,ENSG00000182541,3,ENSG00000182541,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000183291,ENSG00000183291,3,ENSG00000183291,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000184076,ENSG00000184076,3,ENSG00000184076,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000184277,ENSG00000184277,3,ENSG00000184277,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000185475,ENSG00000185475,3,ENSG00000185475,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000185896,ENSG00000185896,3,ENSG00000185896,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000186834,ENSG00000186834,3,ENSG00000186834,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000187189,ENSG00000187189,3,ENSG00000187189,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000187446,ENSG00000187446,3,ENSG00000187446,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000187608,ENSG00000187608,3,ENSG00000187608,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000188186,ENSG00000188186,3,ENSG00000188186,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000196465,ENSG00000196465,3,ENSG00000196465,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000196998,ENSG00000196998,3,ENSG00000196998,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000197183,ENSG00000197183,3,ENSG00000197183,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000198265,ENSG00000198265,3,ENSG00000198265,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000198715,ENSG00000198715,3,ENSG00000198715,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000198843,ENSG00000198843,3,ENSG00000198843,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000198931,ENSG00000198931,3,ENSG00000198931,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000204525,ENSG00000204525,3,ENSG00000204525,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000204592,ENSG00000204592,3,ENSG00000204592,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000205155,ENSG00000205155,3,ENSG00000205155,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000205352,ENSG00000205352,3,ENSG00000205352,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000205707,ENSG00000205707,3,ENSG00000205707,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000213015,ENSG00000213015,3,ENSG00000213015,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000213614,ENSG00000213614,3,ENSG00000213614,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000213625,ENSG00000213625,3,ENSG00000213625,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000214253,ENSG00000214253,3,ENSG00000214253,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000215717,ENSG00000215717,3,ENSG00000215717,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000224877,ENSG00000224877,3,ENSG00000224877,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000225830,ENSG00000225830,3,ENSG00000225830,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000230590,ENSG00000230590,3,ENSG00000230590,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000231925,ENSG00000231925,3,ENSG00000231925,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000232527,ENSG00000232527,3,ENSG00000232527,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000237765,ENSG00000237765,3,ENSG00000237765,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000239779,ENSG00000239779,3,ENSG00000239779,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000240972,ENSG00000240972,3,ENSG00000240972,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000241468,ENSG00000241468,3,ENSG00000241468,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000241837,ENSG00000241837,3,ENSG00000241837,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000243449,ENSG00000243449,3,ENSG00000243449,Electron_transport_chain_OXPHOS_system_in_mitochondria
ENSG00000244687,ENSG00000244687,3,ENSG00000244687,Electron_transport_chain_OXPHOS_system_in_mitochondria
